🕘️更新时间,#genre#
东南卫视,http://183.131.246.250:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8$订阅源
东南卫视,http://113.15.109.216:59901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://113.57.111.4:1111/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8$订阅源
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8$订阅源
甘肃卫视,http://1b6467f415.iok.la:9931/tsfile/live/1091_1.m3u8$订阅源
甘肃卫视,http://112.46.85.60:8009/hls/51/index.m3u8$订阅源
甘肃卫视,http://112.46.105.20:8009/hls/51/index.m3u8$订阅源
甘肃卫视,http://183.11.239.36:808/hls/119/index.m3u8$订阅源
甘肃卫视,http://dassby.qqff.top:99/live/甘肃卫视/index.m3u8$订阅源
广西卫视,rtmp://live.gxrb.com.cn/hls/a23$订阅源
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0#rtsp://115.85.232.19/PLTV/88888910/224/3221225552/10000100000000060000000000107332_0.smil$订阅源
广西卫视,http://223.241.247.214:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://113.15.109.216:59901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.111:11111$订阅源
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://58.19.43.46:9901/tsfile/live/1004_1.m3u8$订阅源
广西卫视,http://113.57.93.165:9900/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8$订阅源
贵州卫视,http://113.15.109.216:59901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.57:11111$订阅源
贵州卫视,http://218.13.170.98:9901/tsfile/live/1014_1.m3u8?key=txiptv$订阅源
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://58.19.43.46:9901/tsfile/live/1011_1.m3u8$订阅源
贵州卫视,http://59.39.89.130:60901/tsfile/live/0125_15.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://111.61.236.247:9081/hls/37/index.m3u8$订阅源
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8$订阅源
海南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.16:11111$订阅源
海南卫视,https://livelyws.chinamcache.com/lyws/zb03.m3u8$订阅源
海南卫视,https://livelyws.chinamcache.com/lyws/zb03.m3u8$订阅源
海南卫视,http://183.11.239.36:808/hls/124/index.m3u8$订阅源
海南卫视,http://dassby.qqff.top:99/live/海南卫视/index.m3u8$订阅源
海南卫视,http://223.241.247.214/rtp/238.1.79.49:4504$安徽电信组播源-cache:223.241.247.214-组播源
海南卫视,http://123.130.84.106/rtp/239.253.254.179:8000$山东联通组播源-cache:123.130.84.106-组播源
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8$订阅源
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8$订阅源
河北卫视,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8$订阅源
河北卫视,http://113.15.109.216:59901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河北卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.20:11111$订阅源
河北卫视,http://39.164.160.249:9901/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws$订阅源
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws$订阅源
河南卫视,http://lxajh.top/tv/hn.php?id=hnws$订阅源
河南卫视,http://lxajh.top/tv/hn.php?id=hnws$订阅源
河南卫视,http://223.241.247.214:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河南卫视,http://183.131.246.250:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河南卫视,http://112.27.235.94:8000/hls/37/index.m3u8$订阅源
河南卫视,http://113.15.109.216:59901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
吉林卫视,http://153.0.171.163:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
吉林卫视,http://123.130.84.106:8154/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
吉林卫视,http://111.14.181.15:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
吉林卫视,http://113.15.109.216:59901/tsfile/live/0116_1.m3u8$订阅源
吉林卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.59:11111$订阅源
吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
吉林卫视,http://58.19.43.46:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
吉林卫视,http://49.87.154.246:85/tsfile/live/0116_1.m3u8?key=txiptv$订阅源
江苏卫视,https://txmov2.a.kwimgs.com/upic/2023/02/07/12/BMjAyMzAyMDcxMjQ3NDlfNzM5MzQzNzIyXzk1NjcxMTk5ODM5XzBfMw==_b_Bb92095c7df3c98b458dd14abf1d4b575.mp4$订阅源
江苏卫视,http://42.225.117.174:11199/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江苏卫视,http://123.130.84.106:8154/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8$订阅源
江苏卫视,http://113.15.109.216:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江苏卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.45:11111$订阅源
江苏卫视,http://218.3.138.25:1111/tsfile/live/1017_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
江苏卫视,http://124.116.183.146:9901/tsfile/live/0127_1.m3u8?=TG@YYDSyouzai=key=txiptv&playlive=1&authid=0=TG@YYDSyouzai$订阅源
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8$订阅源
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8$订阅源
江西卫视,http://116.128.242.83:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江西卫视,http://123.130.84.106:8154/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江西卫视,http://183.131.246.250:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8$订阅源
江西卫视,http://113.15.109.216:59901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.53:11111$订阅源
辽宁卫视,http://116.128.242.83:9901/tsfile/live/1004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8$订阅源
辽宁卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.91:11111$订阅源
辽宁卫视,http://58.19.43.46:9901/tsfile/live/1041_1.m3u8$订阅源
辽宁卫视,http://59.39.89.130:60901/tsfile/live/0125_13.m3u8?key=txiptv&playlive=1&authid=0$订阅源
辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
辽宁卫视,http://113.57.93.165:9900/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
辽宁卫视,http://218.89.240.144:59901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8$订阅源
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110$订阅源
内蒙古卫视,http://123.130.84.106:8154/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
内蒙古卫视,http://112.99.193.34:9901/tsfile/live/1049_1.m3u8$订阅源
内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8$订阅源
内蒙古卫视,http://112.46.105.20:8009/hls/60/index.m3u8$订阅源
内蒙古卫视,http://183.11.239.36:808/hls/60/index.m3u8$订阅源
内蒙古卫视,http://dassby.qqff.top:99/live/内蒙古卫视/index.m3u8$订阅源
宁夏卫视,http://223.241.247.214:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
宁夏卫视,http://123.130.84.106:8154/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
宁夏卫视,http://113.15.109.216:59901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://113.57.93.165:9900/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
宁夏卫视,http://111.61.236.247:9081/hls/51/index.m3u8$订阅源
宁夏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1088_1.m3u8$订阅源
宁夏卫视,http://112.46.105.20:8009/hls/52/index.m3u8$订阅源
宁夏卫视,http://183.11.239.36:808/hls/106/index.m3u8$订阅源
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8$订阅源
青海卫视,http://153.0.171.163:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
青海卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8$订阅源
青海卫视,http://123.130.84.106:8154/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
青海卫视,http://113.15.109.216:59901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://58.19.43.46:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8$订阅源
青海卫视,http://112.46.105.20:8009/hls/58/index.m3u8$订阅源
山东卫视,http://153.0.171.163:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东卫视,http://36.32.174.67:60080/newlive/live/hls/42/live.m3u8$订阅源
山东卫视,http://116.128.242.83:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东卫视,http://123.130.84.106:8154/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8$订阅源
山东卫视,http://124.116.183.146:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东卫视,http://live.dxhmt.cn:9081/tv/11521-1.m3u8$订阅源
山东卫视,http://live.dxhmt.cn:9081/tv/11521-1.m3u8$订阅源
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8$订阅源
山西卫视,http://153.0.171.163:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山西卫视,http://113.25.252.226:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山西卫视,http://58.19.43.46:9901/tsfile/live/1009_1.m3u8$订阅源
山西卫视,http://111.61.236.247:9081/hls/47/index.m3u8$订阅源
山西卫视,http://112.46.85.60:8009/hls/49/index.m3u8$订阅源
山西卫视,http://112.46.105.20:8009/hls/49/index.m3u8$订阅源
山西卫视,http://183.11.239.36:808/hls/59/index.m3u8$订阅源
陕西卫视,http://satellitepull.cnr.cn/live/wxsxxws/playlist.m3u8$订阅源
陕西卫视,http://111.227.196.164:9901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://123.130.84.106:8154/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://183.131.246.250:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://112.27.235.94:8000/hls/43/index.m3u8$订阅源
陕西卫视,http://113.15.109.216:59901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://58.19.43.46:9901/tsfile/live/1013_1.m3u8$订阅源
陕西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1083_1.m3u8$订阅源
四川卫视,http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8$订阅源
四川卫视,http://153.0.171.163:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0#rtsp://180.95.143.19/PLTV/88888910/224/3221225543/10000100000000060000000000107323_0.smil$订阅源
四川卫视,http://116.128.242.83:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://223.241.247.214:85//tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://123.130.84.106:8154/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8$订阅源
四川卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.71:11111$订阅源
深圳卫视,http://153.0.171.163:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8$订阅源
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8$订阅源
深圳卫视,http://218.15.183.23:9901/tsfile/live/23060_1.m3u8$订阅源
深圳卫视,http://116.128.242.83:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://183.131.246.250:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8$订阅源
深圳卫视,http://183.237.95.108:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
三沙卫视,http://223.241.247.214/rtp/238.1.78.27:6144$安徽电信组播源-cache:223.241.247.214-组播源
三沙卫视,http://113.25.252.226/rtp/239.1.1.70:8070$山西电信组播源-cache:113.25.252.226-组播源
三沙卫视,http://113.57.111.4/rtp/228.0.0.174:7174$湖北联通组播源-cache:113.57.111.4-组播源
三沙卫视,http://113.57.93.165/rtp/228.0.0.174:7174$湖北联通组播源-cache:113.57.93.165-组播源
天津卫视,http://153.0.171.163:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://36.32.174.67:60080/newlive/live/hls/26/live.m3u8$订阅源
天津卫视,http://116.128.242.83:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://123.130.84.106:8154/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://183.131.246.250:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8$订阅源
天津卫视,http://113.15.109.216:59901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.61:11111$订阅源
西藏卫视,http://satellitepull.cnr.cn/live/wxxzws/playlist.m3u8$订阅源
西藏卫视,http://113.25.252.226:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,http://59.39.89.130:60901/tsfile/live/0125_3.m3u8$订阅源
西藏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1089_1.m3u8$订阅源
西藏卫视,http://112.46.105.20:8009/hls/59/index.m3u8$订阅源
西藏卫视,http://183.11.239.36:808/hls/64/index.m3u8$订阅源
西藏卫视,http://223.241.247.214/rtp/238.1.78.101:6680$安徽电信组播源-cache:223.241.247.214-组播源
西藏卫视,http://124.116.183.146/rtp/239.112.205.54:5140$陕西电信组播源-cache:124.116.183.146-组播源
新疆卫视,http://satellitepull.cnr.cn/live/wxxjws/playlist.m3u8$订阅源
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd$订阅源
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd$订阅源
新疆卫视,http://39.164.160.249:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://111.61.236.247:9081/hls/53/index.m3u8$订阅源
新疆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1090_1.m3u8$订阅源
新疆卫视,http://112.46.105.20:8009/hls/61/index.m3u8$订阅源
新疆卫视,http://183.11.239.36:808/hls/65/index.m3u8$订阅源
云南卫视,http://153.0.171.163:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8$订阅源
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8$订阅源
云南卫视,http://123.130.84.106:8154/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://112.27.235.94:8000/hls/40/index.m3u8$订阅源
云南卫视,http://113.15.109.216:59901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.22:11111$订阅源
云南卫视,http://58.19.43.46:9901/tsfile/live/1010_1.m3u8$订阅源

☘️河南频道,#genre#
梨园,http://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8$订阅源
梨园,http://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8$订阅源
梨园,http://42.225.117.174:11199/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
梨园,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8$订阅源
梨园,http://dassby.qqff.top:99/live/梨园/index.m3u8$订阅源
梨园,http://123.130.84.106/rtp/239.253.254.139:8000$山东联通组播源-cache:123.130.84.106-组播源
梨园,http://123.129.70.178/rtp/239.253.254.139:8000$山东联通组播源-cache:123.129.70.178-组播源
梨园,http://61.156.228.12/rtp/239.253.254.139:8000$山东联通组播源-cache:61.156.228.12-组播源
临颍综合,http://live.dxhmt.cn:9081/tv/11122-1.m3u8$订阅源
光山综合,http://live.dxhmt.cn:9081/tv/11522-1.m3u8$订阅源
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8$订阅源
卫辉综合,http://live.dxhmt.cn:9081/tv/10781-1.m3u8$订阅源
叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8$订阅源
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8$订阅源
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8$订阅源
固始综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8$订阅源
宝丰综合,http://live.dxhmt.cn:9081/tv/10421-1.m3u8$订阅源
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8$订阅源
扶沟综合,http://live.dxhmt.cn:9081/tv/11621-1.m3u8$订阅源
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8$订阅源
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8$订阅源
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8$订阅源
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8$订阅源
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8$订阅源
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8$订阅源
潢川综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8$订阅源
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8$订阅源
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8$订阅源
西华综合,http://live.dxhmt.cn:9081/tv/11622-1.m3u8$订阅源
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8$订阅源
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$订阅源
鄢陵综合,http://live.dxhmt.cn:9081/tv/11024-1.m3u8$订阅源
邓州新闻,http://live.dxhmt.cn:9081/tv/11381-1.m3u8$订阅源
荥阳综合,http://live.dxhmt.cn:9081/tv/10182-1.m3u8$订阅源
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8$订阅源
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8$订阅源
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8$订阅源
河南都市,http://1.94.31.214/php/hntv.php?id=hnds$订阅源
河南都市,http://zzssw01.55555.io:9901/tsfile/live/1002_1.m3u8$订阅源
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8$订阅源
永城综合,http://live.dxhmt.cn:9081/tv/11481-1.m3u8$订阅源
方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8$订阅源
新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8$订阅源
新安新闻综合,http://live.dxhmt.cn:9081/tv/10323-1.m3u8$订阅源
开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8$订阅源
嵩县综合新闻,http://live.dxhmt.cn:9081/tv/10325-1.m3u8$订阅源
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8$订阅源
内黄综合,http://live.dxhmt.cn:9081/tv/10527-1.m3u8$订阅源

🌊港·澳·台,#genre#
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』$订阅源
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』$订阅源
翡翠台,http://qjrhc.jydjd.top:2911/udp/224.1.100.122:11111$订阅源
翡翠台,http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv$订阅源
翡翠台,http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv$订阅源
明珠台,http://120.198.101.106:9901/tsfile/live/1008_1.m3u8?key=txiptv$订阅源
凤凰中文,http://iptv.4666888.xyz/iptv.php?id=20060$订阅源
凤凰中文,http://iptv.4666888.xyz/iptv.php?id=20060$订阅源
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40$订阅源
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8$订阅源
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8$订阅源
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8$订阅源
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8$订阅源
凤凰中文,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv$订阅源
凤凰资讯,http://iptv.4666888.xyz/iptv.php?id=20061$订阅源
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8$订阅源
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$订阅源
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$订阅源
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8$订阅源
凤凰香港,http://iptv.4666888.xyz/iptv.php?id=20062$订阅源
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40$订阅源
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8$订阅源
凤凰卫视,http://120.198.101.106:9901/tsfile/live/1062_1.m3u8?key=txiptv$订阅源
TVBS亚洲,http://iptv.4666888.xyz/iptv.php?id=20190$订阅源
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$订阅源
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721$订阅源
纬来体育,rtmp://60.248.77.83/sat/tv721$订阅源
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv$订阅源
纬来体育,http://iptv.4666888.xyz/iptv.php?id=20225$订阅源
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;amp;time=20240926215313&amp;amp;ip=111.229.253.40$订阅源
纬来体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8$订阅源
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40$订阅源
Viutv,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40$订阅源
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8$订阅源
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8$订阅源
三立台湾,http://iptv.4666888.xyz/iptv.php?id=20202$订阅源
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40$订阅源
无线新闻,https://edge2a.v2h-cdn.com/news/news.stream/chunklist.m3u8$订阅源
无线新闻,https://edge2a.v2h-cdn.com/news/news.stream/chunklist.m3u8$订阅源
三立新闻,https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40$订阅源
东森综合,http://iptv.4666888.xyz/iptv.php?id=20206$订阅源
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$LR•IPV4『线路1』
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40$订阅源
东森电影,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8$订阅源
Now剧集,http://iptv.4666888.xyz/iptv.php?id=20091$订阅源
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40$订阅源

🎬电影频道,#genre#
CHC家庭影院,http://113.195.172.192:808/hls/113/index.m3u8$订阅源
CHC家庭影院,http://113.195.172.192:808/hls/113/index.m3u8$订阅源
CHC家庭影院,http://120.198.101.106:9901/tsfile/live/1051_1.m3u8?key=txiptv$订阅源
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8$订阅源
CHC家庭影院,http://dassby.qqff.top:99/live/CHC家庭影院/index.m3u8$订阅源
